article_id,pmid,title_en,title_ja,username,decision,comment,flag_cause,flag_treatment,cat_physical,cat_brain,cat_psycho,cat_drug,direction_gpt,direction_gemini,condition_list_gpt,condition_list_gemini,year
1247,30945374,Neuropsychiatric symptoms in severe dementia: Associations with specific cognitive domains the Cache County Dementia Progression Study,重度認知症における神経精神症状：特定の認知領域との関連性－キャッシュ郡認知症進行研究,watanabe,0,,0,0,0,0,0,0,1,1,重度認知症; アルツハイマー型認知症,重度認知症,2019
1248,27802775,Coping strategies in Spanish older adults: a MIMIC model of socio-demographic characteristics and activity level,スペイン人高齢者の対処戦略：社会人口統計学的特性と活動レベルのMIMICモデル,fujishiro,2,,0,1,0,0,1,0,4,4,nan,高齢期,2018
1248,27802775,Coping strategies in Spanish older adults: a MIMIC model of socio-demographic characteristics and activity level,スペイン人高齢者の対処戦略：社会人口統計学的特性と活動レベルのMIMICモデル,watanabe,0,,0,0,0,0,0,0,4,4,nan,高齢期,2018
1249,40966533,Correlation of C-Reactive Protein With Severe Fatigue in Patients With Myasthenia Gravis,重症筋無力症患者におけるC反応性タンパク質と重度疲労の相関,fujishiro,0,,0,0,0,0,0,0,1,1,重症筋無力症,重症筋無力症,2025
1249,40966533,Correlation of C-Reactive Protein With Severe Fatigue in Patients With Myasthenia Gravis,重症筋無力症患者におけるC反応性タンパク質と重度疲労の相関,watanabe,0,,0,0,0,0,0,0,1,1,重症筋無力症,重症筋無力症,2025
1250,41008319,Neuropsychiatric Symptoms in Cerebral Amyloid Angiopathy: A Significant but Overlooked Association,脳アミロイド血管症における神経精神症状：重要でありながら見過ごされている関連性,fujishiro,2,,0,1,0,1,0,0,1,1,脳アミロイドアンギオパチー,脳アミロイドアンギオパチー (CAA),2025
1250,41008319,Neuropsychiatric Symptoms in Cerebral Amyloid Angiopathy: A Significant but Overlooked Association,脳アミロイド血管症における神経精神症状：重要でありながら見過ごされている関連性,watanabe,0,,0,0,0,0,0,0,1,1,脳アミロイドアンギオパチー,脳アミロイドアンギオパチー (CAA),2025
1251,30910421,The Roles of Apathy and Depression in Predicting Alzheimer Disease: A Longitudinal Analysis in Older Adults With Mild Cognitive Impairment,アルツハイマー病予測における無関心と抑うつの役割：軽度認知障害高齢者を対象とした縦断的分析,fujishiro,2,,0,0,0,1,0,0,1,2,軽度認知障害; アルツハイマー病,軽度認知障害、アルツハイマー病,2019
1251,30910421,The Roles of Apathy and Depression in Predicting Alzheimer Disease: A Longitudinal Analysis in Older Adults With Mild Cognitive Impairment,アルツハイマー病予測における無関心と抑うつの役割：軽度認知障害高齢者を対象とした縦断的分析,watanabe,2,,0,0,0,1,0,0,1,2,軽度認知障害; アルツハイマー病,軽度認知障害、アルツハイマー病,2019
1252,30607676,Symptoms during chemotherapy in colorectal cancer patients,大腸癌患者における化学療法中の症状,fujishiro,2,対象が混在しているが、化学療法の影響をチェック,0,1,1,0,0,0,1,1,大腸がん; 化学療法中のがん患者,大腸がん,2019
1252,30607676,Symptoms during chemotherapy in colorectal cancer patients,大腸癌患者における化学療法中の症状,watanabe,2,,0,0,1,0,0,0,1,1,大腸がん; 化学療法中のがん患者,大腸がん,2019
1253,25123689,Mobility Limitation and Changes in Personal Goals Among Older Women,高齢女性における移動制限と個人的目標の変化,fujishiro,0,,0,0,0,0,0,0,1,1,nan,運動機能制限／高齢（加齢）,2016
1253,25123689,Mobility Limitation and Changes in Personal Goals Among Older Women,高齢女性における移動制限と個人的目標の変化,watanabe,2,,0,1,0,0,1,0,1,1,nan,運動機能制限／高齢（加齢）,2016
1254,31656211,Neuropsychiatric symptoms and activities of daily living in Alzheimer's disease: ALSOVA 5-year follow-up study,アルツハイマー病における神経精神症状と日常生活動作：ALSOVA 5年間追跡調査,fujishiro,2,ADのアパシーの縦断研究,0,0,0,1,0,0,1,1,アルツハイマー病,アルツハイマー病,2020
1254,31656211,Neuropsychiatric symptoms and activities of daily living in Alzheimer's disease: ALSOVA 5-year follow-up study,アルツハイマー病における神経精神症状と日常生活動作：ALSOVA 5年間追跡調査,watanabe,1,,0,0,0,1,0,0,1,1,アルツハイマー病,アルツハイマー病,2020
1255,32771860,Network structures and temporal stability of self- and informant-rated affective symptoms in Alzheimer's disease,アルツハイマー病における自己評価および情報提供者評価による情動症状のネットワーク構造と時間的安定性,fujishiro,0,,0,0,0,0,0,0,1,1,アルツハイマー型認知症,アルツハイマー病,2020
1255,32771860,Network structures and temporal stability of self- and informant-rated affective symptoms in Alzheimer's disease,アルツハイマー病における自己評価および情報提供者評価による情動症状のネットワーク構造と時間的安定性,watanabe,0,,0,0,0,0,0,0,1,1,アルツハイマー型認知症,アルツハイマー病,2020
1256,30376184,Habitual exercisers versus sedentary subjects with Parkinson's Disease: Multimodal PET and fMRI study,パーキンソン病患者における習慣的運動者と非運動者の比較：マルチモーダルPETおよびfMRI研究,fujishiro,0,,0,0,0,0,0,0,1,2,パーキンソン病,パーキンソン病,2018
1256,30376184,Habitual exercisers versus sedentary subjects with Parkinson's Disease: Multimodal PET and fMRI study,パーキンソン病患者における習慣的運動者と非運動者の比較：マルチモーダルPETおよびfMRI研究,watanabe,0,,0,0,0,0,0,0,1,2,パーキンソン病,パーキンソン病,2018
1257,30718064,The Influence of Stroke Location on Cognitive and Mood Impairment. A Voxel-Based Lesion-Symptom Mapping Study,脳卒中部位が認知機能および気分障害に及ぼす影響：ボクスルベース病変-症状マッピング研究,fujishiro,2,脳梗塞の亜型と比較した論文,0,0,0,1,0,0,1,1,虚血性脳卒中,脳卒中,2019
1257,30718064,The Influence of Stroke Location on Cognitive and Mood Impairment. A Voxel-Based Lesion-Symptom Mapping Study,脳卒中部位が認知機能および気分障害に及ぼす影響：ボクスルベース病変-症状マッピング研究,watanabe,2,,0,0,0,1,0,0,1,1,虚血性脳卒中,脳卒中,2019
1258,33509024,Screening of apathetic elderly adults using kinematic information in gait and sit-to-stand/stand-to-sit movements measured with Doppler radar,ドップラーレーダーで測定した歩行および座位から立位/立位から座位への動作における運動学的情報を用いた無気力高齢者のスクリーニング,fujishiro,0,アパシーをスクリーニングする論文,0,0,0,0,0,0,1,1,地域在住高齢者のアパシー,アパシー,2021
1258,33509024,Screening of apathetic elderly adults using kinematic information in gait and sit-to-stand/stand-to-sit movements measured with Doppler radar,ドップラーレーダーで測定した歩行および座位から立位/立位から座位への動作における運動学的情報を用いた無気力高齢者のスクリーニング,watanabe,0,,0,0,0,0,0,0,1,1,地域在住高齢者のアパシー,アパシー,2021
1259,35337631,Neuropsychiatric manifestations in vitamin B12 deficiency,ビタミンB12欠乏症における神経精神症状,fujishiro,2,ビタミンB12　重要,0,1,1,0,0,0,1,1,ビタミンB12欠乏症; 高齢者のアルツハイマー病におけるB12欠乏,ビタミンB12欠乏症,2022
1259,35337631,Neuropsychiatric manifestations in vitamin B12 deficiency,ビタミンB12欠乏症における神経精神症状,watanabe,2,,0,1,1,0,0,1,1,1,ビタミンB12欠乏症; 高齢者のアルツハイマー病におけるB12欠乏,ビタミンB12欠乏症,2022
1260,28303060,Evaluation of the association between locomotive syndrome and depressive states: a cross-sectional study,運動症候群と抑うつ状態の関連性の評価：横断的研究,fujishiro,2,ロコモティブがアパシーの要因？,0,1,1,0,0,0,1,1,ロコモティブシンドローム; 高齢者うつ病・抑うつ状態,ロコモティブシンドローム、抑うつ,2017
1260,28303060,Evaluation of the association between locomotive syndrome and depressive states: a cross-sectional study,運動症候群と抑うつ状態の関連性の評価：横断的研究,watanabe,0,,0,0,0,0,0,0,1,1,ロコモティブシンドローム; 高齢者うつ病・抑うつ状態,ロコモティブシンドローム、抑うつ,2017
1261,32518146,Clinical and pathologic features of cognitive-predominant corticobasal degeneration,認知優位型皮質基底核変性症の臨床的・病理学的特徴,fujishiro,2,CBD,0,0,0,1,0,0,1,1,皮質基底核変性症,皮質基底核変性症,2020
1261,32518146,Clinical and pathologic features of cognitive-predominant corticobasal degeneration,認知優位型皮質基底核変性症の臨床的・病理学的特徴,watanabe,0,,0,0,0,0,0,0,1,1,皮質基底核変性症,皮質基底核変性症,2020
1262,39425589,"Association Between Three Levels of Social Exclusion and Quality of Life in the Oldest Old Australians: An Analysis of the Household, Income and Labour Dynamics in Australia Data",オーストラリア最高齢層における3段階の社会的排除と生活の質との関連性：オーストラリア家計・所得・労働動態調査データの分析,fujishiro,0,,0,0,0,0,0,0,4,2,nan,加齢,2025
1262,39425589,"Association Between Three Levels of Social Exclusion and Quality of Life in the Oldest Old Australians: An Analysis of the Household, Income and Labour Dynamics in Australia Data",オーストラリア最高齢層における3段階の社会的排除と生活の質との関連性：オーストラリア家計・所得・労働動態調査データの分析,watanabe,0,,0,0,0,0,0,0,4,2,nan,加齢,2025
1263,27417070,Cross-Ethnic Differences in the Severity of Neuropsychiatric Symptoms in Persons With Mild Cognitive Impairment and Alzheimer's Disease,軽度認知障害およびアルツハイマー病患者における神経精神症状の重症度の民族間差,fujishiro,0,,0,0,0,0,0,0,1,1,軽度認知障害; アルツハイマー病,軽度認知障害・アルツハイマー病,2017
1263,27417070,Cross-Ethnic Differences in the Severity of Neuropsychiatric Symptoms in Persons With Mild Cognitive Impairment and Alzheimer's Disease,軽度認知障害およびアルツハイマー病患者における神経精神症状の重症度の民族間差,watanabe,0,,0,0,0,0,0,0,1,1,軽度認知障害; アルツハイマー病,軽度認知障害・アルツハイマー病,2017
1264,33734344,Apathy in small vessel cerebrovascular disease is associated with deficits in effort-based decision making,小血管性脳血管疾患における無関心は、努力に基づく意思決定の障害と関連している,fujishiro,2,SVD,0,0,0,1,0,0,1,1,小血管脳血管障害,小血管性脳血管障害,2021
1264,33734344,Apathy in small vessel cerebrovascular disease is associated with deficits in effort-based decision making,小血管性脳血管疾患における無関心は、努力に基づく意思決定の障害と関連している,watanabe,1,,0,0,0,1,0,0,1,1,小血管脳血管障害,小血管性脳血管障害,2021
1265,33407194,Physical exercise for individuals with dementia: potential benefits perceived by formal caregivers,認知症患者に対する身体運動：介護者が認識する潜在的な利点,fujishiro,2,,0,1,1,0,1,0,1,2,認知症（施設入所高齢者）,認知症,2021
1265,33407194,Physical exercise for individuals with dementia: potential benefits perceived by formal caregivers,認知症患者に対する身体運動：介護者が認識する潜在的な利点,watanabe,0,,0,0,0,0,0,0,1,2,認知症（施設入所高齢者）,認知症,2021
1266,39660687,Social Determinants as Mediators of the Emotional State of People With Type 2 Diabetes and/or Hypertension During the COVID-19 Pandemic in Ecuador and Spain,エクアドルとスペインにおけるCOVID-19パンデミック下での2型糖尿病および/または高血圧患者の情緒状態に対する社会的決定要因の媒介効果,fujishiro,0,,0,0,0,0,0,0,1,1,2型糖尿病; 高血圧; COVID-19パンデミック下の社会的隔離・制限,2型糖尿病、高血圧,2024
1266,39660687,Social Determinants as Mediators of the Emotional State of People With Type 2 Diabetes and/or Hypertension During the COVID-19 Pandemic in Ecuador and Spain,エクアドルとスペインにおけるCOVID-19パンデミック下での2型糖尿病および/または高血圧患者の情緒状態に対する社会的決定要因の媒介効果,watanabe,0,,0,0,0,0,0,0,1,1,2型糖尿病; 高血圧; COVID-19パンデミック下の社会的隔離・制限,2型糖尿病、高血圧,2024
1267,40280825,Mapping of validated apathy scales onto the apathy diagnostic criteria for neurocognitive disorders,神経認知障害における無気力症診断基準への検証済み無気力尺度マッピング,fujishiro,2,,0,0,0,1,0,0,1,3,神経認知症（神経認知障害におけるアパシー）,神経認知障害,2025
1267,40280825,Mapping of validated apathy scales onto the apathy diagnostic criteria for neurocognitive disorders,神経認知障害における無気力症診断基準への検証済み無気力尺度マッピング,watanabe,0,,0,0,0,0,0,0,1,3,神経認知症（神経認知障害におけるアパシー）,神経認知障害,2025
1268,40086910,Correlation between changes in apathy and cognition in Alzheimer's disease associated apathy: Analysis of the Apathy in Dementia Methylphenidate Trial 2 (ADMET 2),アルツハイマー病に伴う無気力症における無気力と認知機能の変化の相関：認知症における無気力症メチルフェニデート試験 2（ADMET 2）の分析,fujishiro,2,,0,1,0,1,0,0,1,1,アルツハイマー型認知症に伴うアパシー,アルツハイマー病,2025
1268,40086910,Correlation between changes in apathy and cognition in Alzheimer's disease associated apathy: Analysis of the Apathy in Dementia Methylphenidate Trial 2 (ADMET 2),アルツハイマー病に伴う無気力症における無気力と認知機能の変化の相関：認知症における無気力症メチルフェニデート試験 2（ADMET 2）の分析,watanabe,2,,0,1,0,1,0,0,1,1,アルツハイマー型認知症に伴うアパシー,アルツハイマー病,2025
1269,27567867,First Symptoms and Neurocognitive Correlates of Behavioral Variant Frontotemporal Dementia,行動変異型前頭側頭型認知症の初期症状と神経認知的相関,fujishiro,0,,0,0,0,1,0,0,1,1,行動型前頭側頭型認知症（アパシー初発型; 脱抑制初発型）,行動障害型前頭側頭型認知症,2016
1269,27567867,First Symptoms and Neurocognitive Correlates of Behavioral Variant Frontotemporal Dementia,行動変異型前頭側頭型認知症の初期症状と神経認知的相関,watanabe,0,,0,0,0,0,0,0,1,1,行動型前頭側頭型認知症（アパシー初発型; 脱抑制初発型）,行動障害型前頭側頭型認知症,2016
1270,30178175,"Comparative cognitive and neuropsychiatric profiles between Parkinson's disease, multiple system atrophy and progressive supranuclear palsy",パーキンソン病、多系統萎縮症、進行性核上性麻痺の認知機能および神経精神症状プロファイルの比較,fujishiro,2,PSP　MSA ＞PD,0,0,0,1,0,0,1,1,パーキンソン病; 多系統萎縮症; 進行性核上性麻痺,パーキンソン病・多系統萎縮症・進行性核上性麻痺,2018
1270,30178175,"Comparative cognitive and neuropsychiatric profiles between Parkinson's disease, multiple system atrophy and progressive supranuclear palsy",パーキンソン病、多系統萎縮症、進行性核上性麻痺の認知機能および神経精神症状プロファイルの比較,watanabe,2,,0,0,0,1,0,0,1,1,パーキンソン病; 多系統萎縮症; 進行性核上性麻痺,パーキンソン病・多系統萎縮症・進行性核上性麻痺,2018
1271,31881520,Evolution of neuropsychological profile in motor subtypes of multiple system atrophy,多系統萎縮症の運動サブタイプにおける神経心理学的プロファイルの変遷,fujishiro,2,MSAが要因,0,0,0,1,0,0,1,1,多系統萎縮症（パーキンソン型; 小脳型）,多系統萎縮症,2020
1271,31881520,Evolution of neuropsychological profile in motor subtypes of multiple system atrophy,多系統萎縮症の運動サブタイプにおける神経心理学的プロファイルの変遷,watanabe,2,,0,0,0,1,0,0,1,1,多系統萎縮症（パーキンソン型; 小脳型）,多系統萎縮症,2020
1272,28389975,Assessment of apathy minimising the effect of motor dysfunctions in Parkinson's disease: a validation study of the dimensional apathy scale,パーキンソン病における運動機能障害の影響を最小限に抑えた無気力評価：次元別無気力尺度の検証研究,fujishiro,2,PDのアパシーについて複数の評価尺度で検討（コントロールあり）,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2017
1272,28389975,Assessment of apathy minimising the effect of motor dysfunctions in Parkinson's disease: a validation study of the dimensional apathy scale,パーキンソン病における運動機能障害の影響を最小限に抑えた無気力評価：次元別無気力尺度の検証研究,watanabe,0,,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2017
1273,28431489,Apathy in amyotrophic lateral sclerosis: insights from Dimensional Apathy Scale,筋萎縮性側索硬化症における無関心：次元別無関心尺度からの知見,fujishiro,0,ALS,0,0,0,0,0,0,1,1,筋萎縮性側索硬化症（ALS）,筋萎縮性側索硬化症,2017
1273,28431489,Apathy in amyotrophic lateral sclerosis: insights from Dimensional Apathy Scale,筋萎縮性側索硬化症における無関心：次元別無関心尺度からの知見,watanabe,0,,0,0,0,0,0,0,1,1,筋萎縮性側索硬化症（ALS）,筋萎縮性側索硬化症,2017
1274,29748110,Interoceptive processing deficit: A behavioral marker for subtyping Parkinson's disease,内受容処理障害：パーキンソン病のサブタイプ分類における行動マーカー,fujishiro,0,,0,0,0,1,0,0,1,1,パーキンソン病（振戦優位型; 姿勢不安定・歩行障害型）,パーキンソン病,2018
1274,29748110,Interoceptive processing deficit: A behavioral marker for subtyping Parkinson's disease,内受容処理障害：パーキンソン病のサブタイプ分類における行動マーカー,watanabe,0,,0,0,0,0,0,0,1,1,パーキンソン病（振戦優位型; 姿勢不安定・歩行障害型）,パーキンソン病,2018
1275,25753457,"Apathy and striatal dopamine transporter levels in de-novo, untreated Parkinson's disease patients",新規発症・未治療パーキンソン病患者における無関心と線条体ドーパミントランスポーター量,fujishiro,1,ドパミンが背景となることを示すのに使用できるかも,0,0,0,1,0,0,1,1,パーキンソン病（未治療・非認知症・非うつ病）,パーキンソン病,2015
1275,25753457,"Apathy and striatal dopamine transporter levels in de-novo, untreated Parkinson's disease patients",新規発症・未治療パーキンソン病患者における無関心と線条体ドーパミントランスポーター量,watanabe,1,,0,0,0,1,0,0,1,1,パーキンソン病（未治療・非認知症・非うつ病）,パーキンソン病,2015
1276,26321021,Mild Cognitive Impairment in newly diagnosed Parkinson's disease: A longitudinal prospective study,新たに診断されたパーキンソン病における軽度認知障害：縦断的前向き研究,fujishiro,2,PDのアパシーが仮性MCIとなりうることを示している,0,0,0,1,0,0,1,1,パーキンソン病; パーキンソン病における軽度認知障害; パーキンソン病認知症,パーキンソン病,2015
1276,26321021,Mild Cognitive Impairment in newly diagnosed Parkinson's disease: A longitudinal prospective study,新たに診断されたパーキンソン病における軽度認知障害：縦断的前向き研究,watanabe,2,,0,1,0,1,0,0,1,1,パーキンソン病; パーキンソン病における軽度認知障害; パーキンソン病認知症,パーキンソン病,2015
1277,24848193,Relationship between apathy and cognitive dysfunctions in de novo untreated Parkinson's disease: a prospective longitudinal study,新規発症未治療パーキンソン病における無関心と認知機能障害の関係：前向き縦断研究,fujishiro,2,前向きでPD治療が改善に役立つ,0,1,0,1,0,0,1,1,パーキンソン病（未治療早期）,パーキンソン病,2015
1277,24848193,Relationship between apathy and cognitive dysfunctions in de novo untreated Parkinson's disease: a prospective longitudinal study,新規発症未治療パーキンソン病における無関心と認知機能障害の関係：前向き縦断研究,watanabe,2,,0,0,0,1,0,0,1,1,パーキンソン病（未治療早期）,パーキンソン病,2015
1278,39907500,Carriers of Parkinson's disease-linked SNCA Rep1 variant have greater non-motor decline: a 4 year follow up study,パーキンソン病関連SNCA Rep1変異体保有者は非運動症状の悪化が顕著：4年間の追跡調査,fujishiro,0,,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2025
1278,39907500,Carriers of Parkinson's disease-linked SNCA Rep1 variant have greater non-motor decline: a 4 year follow up study,パーキンソン病関連SNCA Rep1変異体保有者は非運動症状の悪化が顕著：4年間の追跡調査,watanabe,0,,0,0,0,0,0,0,1,1,パーキンソン病,パーキンソン病,2025
1279,29682232,Neuropsychiatric symptoms in vascular dementia: Epidemiologic and clinical aspects,血管性認知症における神経精神症状：疫学的・臨床的側面,iwata,2,VaDの56.6%でアパシー（NPIで評価）,1,0,0,1,0,0,1,1,血管性認知症; 混合型認知症,血管性認知症・混合型認知症,2018
1279,29682232,Neuropsychiatric symptoms in vascular dementia: Epidemiologic and clinical aspects,血管性認知症における神経精神症状：疫学的・臨床的側面,yanagawa,2,,0,0,0,1,0,0,1,1,血管性認知症; 混合型認知症,血管性認知症・混合型認知症,2018
1280,26312455,Towards a new conceptualization of depression in older adult cancer patients: a review of the literature,高齢がん患者における抑うつの新概念化に向けて：文献レビュー,iwata,0,高齢がん患者の治療に与える影響として、抑うつ、社会的引きこもりを提示。,0,0,0,0,1,0,1,1,高齢者うつ病; 高齢がん患者; 進行がん・がん治療中および治療後のがん患者,がん,2016
1280,26312455,Towards a new conceptualization of depression in older adult cancer patients: a review of the literature,高齢がん患者における抑うつの新概念化に向けて：文献レビュー,yanagawa,0,判定基準が主体,0,0,0,0,0,0,1,1,高齢者うつ病; 高齢がん患者; 進行がん・がん治療中および治療後のがん患者,がん,2016
1281,34542418,The Effect of Reminiscence Therapy Using Virtual Reality on Apathy in Residential Aged Care: Multisite Nonrandomized Controlled Trial,バーチャルリアリティを用いた回想療法が高齢者施設における無気力に及ぼす効果：多施設非無作為化比較試験,iwata,0,VRを用いた回想法でアパシーを改善させようとする方法。原因病態リストには使えないが、治療法・対応方リストにはいけそう。,0,1,0,0,0,0,1,2,高齢者施設入所高齢者; アルツハイマー病; パーキンソン病; 記憶障害を有する高齢者,介護施設入居高齢者,2021
1281,34542418,The Effect of Reminiscence Therapy Using Virtual Reality on Apathy in Residential Aged Care: Multisite Nonrandomized Controlled Trial,バーチャルリアリティを用いた回想療法が高齢者施設における無気力に及ぼす効果：多施設非無作為化比較試験,yanagawa,0,,0,1,0,1,0,0,1,2,高齢者施設入所高齢者; アルツハイマー病; パーキンソン病; 記憶障害を有する高齢者,介護施設入居高齢者,2021
1282,32469314,Using Virtual Reality to Improve Apathy in Residential Aged Care: Mixed Methods Study,バーチャルリアリティを用いた高齢者施設における無気力改善：混合手法研究,iwata,0,原因病態リストには使えないが、治療法・対応法リストには使えそう。,0,1,0,0,0,0,1,2,高齢者; 認知症,認知症など神経疾患に伴うアパシー,2020
1282,32469314,Using Virtual Reality to Improve Apathy in Residential Aged Care: Mixed Methods Study,バーチャルリアリティを用いた高齢者施設における無気力改善：混合手法研究,yanagawa,0,治療が主体,0,1,0,0,0,0,1,2,高齢者; 認知症,認知症など神経疾患に伴うアパシー,2020
1283,33526504,Virtual reality intervention to improve apathy in residential aged care: protocol for a multisite non-randomised controlled trial,高齢者施設における無気力改善のための仮想現実介入：多施設非無作為化比較試験のプロトコル,iwata,0,VRを用いた治療法について,0,1,0,0,0,0,2,1,高齢者; 施設入所高齢者にみられるアパシー,施設入所高齢者,2021
1283,33526504,Virtual reality intervention to improve apathy in residential aged care: protocol for a multisite non-randomised controlled trial,高齢者施設における無気力改善のための仮想現実介入：多施設非無作為化比較試験のプロトコル,yanagawa,0,,0,0,0,0,0,0,2,1,高齢者; 施設入所高齢者にみられるアパシー,施設入所高齢者,2021
1284,39962563,Exploring apathy components and their relationship in cognitive decline: insights from a network cross-sectional study,無気力症候群の構成要素とその認知機能低下における関連性の探求：ネットワーク横断研究からの知見,iwata,2,アルツハイマー病関連機能低下でアパシーが生じる。,1,0,0,1,0,0,1,1,軽度認知障害; 軽度アルツハイマー型認知症,軽度認知障害、アルツハイマー病,2025
1284,39962563,Exploring apathy components and their relationship in cognitive decline: insights from a network cross-sectional study,無気力症候群の構成要素とその認知機能低下における関連性の探求：ネットワーク横断研究からの知見,yanagawa,2,,0,0,0,1,0,0,1,1,軽度認知障害; 軽度アルツハイマー型認知症,軽度認知障害、アルツハイマー病,2025
1285,31313875,Autonomy level and quality of everyday experience of people with Hereditary Spastic Paraplegia,遺伝性痙性対麻痺患者の自律性レベルと日常体験の質,iwata,0,遺伝性痙性対麻痺による影響？本文を読まないとどの程度アパシーに関連するか分からない,1,0,1,0,0,0,1,1,nan,遺伝性痙性対麻痺,2019
1285,31313875,Autonomy level and quality of everyday experience of people with Hereditary Spastic Paraplegia,遺伝性痙性対麻痺患者の自律性レベルと日常体験の質,yanagawa,0,,0,0,0,0,0,0,1,1,nan,遺伝性痙性対麻痺,2019
1286,28578330,The Efficacy of High-Frequency Repetitive Transcranial Magnetic Stimulation for Improving Apathy in Chronic Stroke Patients,慢性脳卒中患者の無気力改善に対する高頻度反復経頭蓋磁気刺激の有効性,iwata,1,慢性期脳卒中患者のアパシーにrTMS,1,1,0,1,0,0,1,1,慢性期脳卒中,脳卒中,2017
1286,28578330,The Efficacy of High-Frequency Repetitive Transcranial Magnetic Stimulation for Improving Apathy in Chronic Stroke Patients,慢性脳卒中患者の無気力改善に対する高頻度反復経頭蓋磁気刺激の有効性,yanagawa,2,,0,1,0,1,0,0,1,1,慢性期脳卒中,脳卒中,2017
1287,27503823,[An Autopsy Case of Globular Glial Tauopathy Presenting with Amyotrophic Lateral Sclerosis with Dementia],[認知症を伴う筋萎縮性側索硬化症を呈した球状グリアタウ病変の剖検例],iwata,0,ALS-FTLD（GGT）でアパシーが生じたという症例報告。,1,0,0,1,0,0,1,1,globular glial tauopathy; ALS合併認知症; 前頭葉変性に伴うアパシー,球状グリアタウオパチー（認知症を伴うALS）,2016
1287,27503823,[An Autopsy Case of Globular Glial Tauopathy Presenting with Amyotrophic Lateral Sclerosis with Dementia],[認知症を伴う筋萎縮性側索硬化症を呈した球状グリアタウ病変の剖検例],yanagawa,0,,0,0,0,0,0,0,1,1,globular glial tauopathy; ALS合併認知症; 前頭葉変性に伴うアパシー,球状グリアタウオパチー（認知症を伴うALS）,2016
1288,25858941,Pituitary apoplexy presenting with anorexia and hyponatraemia,食欲不振と低ナトリウム血症を呈した下垂体卒中,iwata,0,下垂体卒中による活力低下。,1,0,1,0,0,0,1,1,下垂体卒中; 副腎不全,下垂体卒中,2015
1288,25858941,Pituitary apoplexy presenting with anorexia and hyponatraemia,食欲不振と低ナトリウム血症を呈した下垂体卒中,yanagawa,0,,0,0,0,0,0,0,1,1,下垂体卒中; 副腎不全,下垂体卒中,2015
1289,37590054,Epidemiology of Motoric Cognitive Risk Syndrome in the Kerala Einstein Study: Protocol for a Prospective Cohort Study,ケララ・アインシュタイン研究における運動認知リスク症候群の疫学：前向きコホート研究のプロトコル,iwata,0,アパシーが将来の認知機能低下のリスクになるかどうか,0,0,0,0,0,0,1,2,運動性認知リスク症候群（MCR）; プレ認知症状態; アパシー; 外傷性脳損傷,運動認知リスク症候群 (Motoric Cognitive Risk Syndrome、 MCR),2023
1289,37590054,Epidemiology of Motoric Cognitive Risk Syndrome in the Kerala Einstein Study: Protocol for a Prospective Cohort Study,ケララ・アインシュタイン研究における運動認知リスク症候群の疫学：前向きコホート研究のプロトコル,yanagawa,0,,0,0,0,0,0,0,1,2,運動性認知リスク症候群（MCR）; プレ認知症状態; アパシー; 外傷性脳損傷,運動認知リスク症候群 (Motoric Cognitive Risk Syndrome、 MCR),2023
1290,39097906,"Addressing loneliness in older adults: predictors, protective factors, and implications for social work practice",高齢者の孤独感への対応：予測因子、保護因子、およびソーシャルワーク実践への示唆,iwata,0,高齢者の孤独感の要因,0,0,0,0,0,0,4,2,地域在住高齢者における孤独; 高齢者の絶望感・意欲喪失状態,高齢者の孤独感,2024
1290,39097906,"Addressing loneliness in older adults: predictors, protective factors, and implications for social work practice",高齢者の孤独感への対応：予測因子、保護因子、およびソーシャルワーク実践への示唆,yanagawa,0,,0,0,0,1,1,0,4,2,地域在住高齢者における孤独; 高齢者の絶望感・意欲喪失状態,高齢者の孤独感,2024
1291,33104038,Clinical Non-Motor Phenotyping of Black and Asian Minority Ethnic Compared to White Individuals with Parkinson's Disease Living in the United Kingdom,英国在住の白人パーキンソン病患者と比較した黒人およびアジア系少数民族の臨床的非運動症状表現型,iwata,1,パーキンソン病→アパシー,1,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2021
1291,33104038,Clinical Non-Motor Phenotyping of Black and Asian Minority Ethnic Compared to White Individuals with Parkinson's Disease Living in the United Kingdom,英国在住の白人パーキンソン病患者と比較した黒人およびアジア系少数民族の臨床的非運動症状表現型,yanagawa,2,,0,0,0,1,0,0,1,1,パーキンソン病,パーキンソン病,2021
1292,25957245,[Sleep disorders in dementia patients],[認知症患者の睡眠障害],iwata,0,睡眠障害の要因としてアパシーを指摘（逆向き）,0,0,0,0,0,0,1,1,認知症（アルツハイマー型認知症など）,認知症,2015
1292,25957245,[Sleep disorders in dementia patients],[認知症患者の睡眠障害],yanagawa,0,,0,0,0,1,0,0,1,1,認知症（アルツハイマー型認知症など）,認知症,2015
1293,28898959,Cognitive Training Using a Novel Memory Game on an iPad in Patients with Amnestic Mild Cognitive Impairment (aMCI),健忘型軽度認知障害（aMCI）患者におけるiPad用新規記憶ゲームを用いた認知訓練,iwata,1,MCIに対して認知トレーニングで記憶改善、無関心評価尺度が改善,0,1,0,1,0,0,1,2,健忘型軽度認知障害,健忘型軽度認知障害,2017
